ALB,ART,BGM,BUF,HPN,JFK,LGA,MSS,RME,ROC,SYR
22.25,13.95,18.35,14.45,24.45,25.05,24.45,15.05,21.15,16.75,17.25
22.85,15.05,18.35,15.05,23.95,26.15,25.65,15.65,21.75,17.25,17.85
23.95,15.05,19.45,15.05,24.45,25.65,25.65,16.15,22.25,17.85,18.35
25.05,15.05,19.45,15.05,23.95,25.65,25.65,16.75,22.25,17.85,18.35
25.05,15.05,19.45,14.45,23.95,25.05,25.05,17.25,21.75,17.85,17.85
23.95,15.65,17.85,14.45,23.35,25.05,24.45,17.25,20.65,16.75,18.35
22.25,15.65,17.25,13.95,22.85,23.95,24.45,17.25,18.95,16.75,18.35
20.65,15.65,17.25,13.95,22.25,21.75,22.25,17.25,18.35,16.75,17.85
19.45,15.65,16.75,13.35,20.65,22.25,22.25,16.75,17.85,16.15,17.85
18.35,16.15,16.75,12.85,20.65,22.85,22.25,16.75,17.85,16.15,17.25
17.85,16.15,16.15,12.85,20.05,22.85,22.25,16.75,17.85,16.15,17.25
17.85,16.15,16.15,12.25,20.05,22.85,22.25,16.15,17.25,16.75,17.25
18.35,16.15,16.75,12.25,20.05,22.25,22.25,16.75,17.25,16.15,16.75
18.35,16.15,16.15,12.25,19.45,22.85,21.75,16.15,17.25,15.05,16.75
18.35,15.65,16.11,12.25,19.45,21.75,21.75,16.15,16.75,14.45,16.75
17.85,15.65,15.65,12.25,19.45,21.75,21.75,15.65,16.75,13.95,16.75
17.85,15.65,16.15,11.75,19.45,22.25,21.75,15.65,16.75,13.95,16.75
17.25,15.65,15.65,11.75,19.45,22.25,22.25,15.65,16.75,13.95,16.75
17.25,15.65,15.65,11.75,19.45,22.25,22.25,15.65,16.75,13.95,15.65
17.25,15.65,15.05,11.75,18.95,21.75,21.75,16.15,16.75,13.35,14.45
17.85,15.65,13.35,11.75,18.95,21.15,21.75,16.15,17.25,12.85,14.45
17.85,16.15,12.25,11.75,19.45,21.15,21.15,16.15,15.05,12.85,14.45
18.95,15.65,11.75,11.75,20.65,21.15,21.15,16.75,15.05,12.85,15.05
19.45,16.15,12.85,12.25,22.85,22.85,22.25,16.15,15.65,12.25,15.05
21.15,16.15,13.35,12.85,23.95,23.35,23.95,16.75,16.15,12.85,15.65
22.25,15.65,13.95,13.35,24.45,24.45,24.45,17.25,16.15,13.95,15.65
22.85,15.05,13.95,13.35,25.05,25.05,25.05,18.35,15.65,13.95,15.05
24.45,15.05,13.95,12.85,25.05,25.05,25.65,20.05,16.15,13.35,15.65
21.15,14.45,14.45,11.75,25.65,24.45,25.05,20.65,15.65,13.95,16.15
20.05,15.05,14.45,11.75,23.35,23.95,24.45,20.65,15.65,13.35,17.25
20.65,14.45,14.45,12.25,20.05,22.25,22.25,19.45,15.65,13.35,16.15
19.45,15.05,13.95,12.25,18.95,20.05,22.25,17.25,15.65,12.85,15.05
17.85,14.45,12.85,12.25,18.35,20.65,21.15,16.15,15.05,12.85,13.95
16.75,13.95,12.25,12.25,17.85,20.05,20.05,15.65,13.95,12.25,12.85
16.15,13.95,11.75,12.25,17.25,19.45,20.05,15.05,12.85,12.25,12.85
15.65,14.45,11.15,11.75,16.75,18.95,18.95,15.05,12.25,12.25,13.35
15.65,13.95,11.15,11.15,16.15,18.35,18.35,15.05,12.25,12.25,12.85
15.05,14.45,10.65,11.75,15.65,17.85,17.85,14.45,12.85,12.25,12.25
15.05,13.95,10.05,11.75,15.05,17.25,16.75,14.45,12.25,12.25,12.25
14.45,13.35,10.05,11.75,13.95,16.75,16.75,14.2167991500111,12.25,12.85,12.25
13.95,13.95,10.05,11.15,13.95,16.75,16.15,13.95,12.25,12.85,12.25
14.45,13.95,9.45,10.65,13.35,16.15,15.65,13.95,12.25,12.85,12.25
14.45,13.95,9.45,10.65,12.85,15.65,15.65,13.95,11.75,12.25,12.25
14.45,13.35,9.45,9.45,13.35,15.65,15.65,15.05,12.25,12.25,12.25
13.95,13.95,9.45,9.45,12.85,15.65,15.05,14.45,12.85,11.15,12.85
14.45,13.95,10.05,11.15,13.95,16.15,15.65,14.45,12.85,12.25,12.85
15.65,14.45,10.65,13.95,15.65,17.85,16.75,15.05,12.85,14.45,12.85
16.75,15.05,12.85,16.75,17.25,18.95,18.35,15.65,13.35,17.25,13.35
17.25,16.75,15.05,18.35,18.95,21.15,20.05,16.15,13.95,17.85,17.25
17.85,18.35,16.15,19.45,19.45,22.85,21.75,16.15,15.65,18.95,19.45
20.05,20.05,17.85,20.05,20.65,23.95,22.25,17.85,18.95,20.65,20.65
18.95,20.65,18.35,20.65,21.75,23.95,22.85,18.95,20.65,21.15,21.75
18.35,21.15,18.95,20.65,21.75,25.05,23.35,21.15,21.15,21.75,21.75
21.75,20.65,18.95,20.65,21.75,25.05,23.35,21.75,20.05,22.25,21.75
21.75,20.65,18.95,20.65,22.25,24.45,23.95,22.25,20.65,21.75,21.75
21.15,19.45,18.95,20.05,22.25,24.45,23.95,21.15,20.05,21.15,21.15
20.05,19.45,17.25,19.45,21.15,23.35,23.35,18.35,18.35,20.05,19.45
17.85,18.35,16.15,18.95,18.95,22.85,22.85,17.25,16.15,16.75,16.75
17.85,18.35,15.65,18.35,19.45,22.25,22.25,15.65,13.35,15.65,15.65
14.45,17.85,14.45,17.85,16.75,22.25,22.25,16.15,11.75,14.45,15.65
13.35,18.35,13.95,15.05,14.45,21.15,21.75,16.15,11.15,14.45,16.15
13.35,16.75,13.35,14.45,13.95,20.65,21.15,16.75,10.65,13.35,16.15
12.85,16.75,12.25,13.35,15.05,19.45,20.65,16.15,10.05,12.85,15.65
14.45,15.05,11.75,12.25,15.65,19.45,20.65,15.05,9.45,12.25,15.05
12.85,15.05,10.65,11.75,14.45,18.95,20.05,13.95,9.45,12.25,15.65
12.85,13.95,10.65,11.75,13.95,17.85,19.45,13.35,8.95,11.75,14.45
14.45,14.45,10.05,11.75,14.45,18.35,18.95,13.35,8.95,11.75,12.85
11.75,13.95,10.05,11.75,13.95,17.85,18.35,12.85,8.95,11.15,11.75
12.25,13.95,10.05,11.75,14.45,17.25,18.35,13.95,8.35,11.15,11.15
15.05,15.65,11.75,14.45,17.25,20.05,18.95,15.65,10.05,12.85,12.85
18.35,17.85,12.85,17.25,18.95,21.75,20.05,17.85,13.35,15.65,16.75
20.05,20.65,16.75,20.05,21.15,23.95,21.15,20.05,16.75,18.35,19.45
22.25,21.15,20.05,21.15,22.85,24.45,24.45,21.75,19.45,21.75,22.25
24.45,21.75,21.75,22.25,23.95,25.65,25.65,23.35,21.15,23.95,23.35
25.05,22.85,22.25,22.85,25.65,26.15,26.15,24.45,22.85,25.05,24.45
26.15,23.35,24.45,23.35,26.75,26.15,27.25,25.65,23.91,26.15,25.65
26.75,23.95,25.05,23.95,27.25,26.15,27.85,26.15,25.05,26.75,26.15
27.25,23.35,25.05,23.95,26.75,26.75,28.35,26.15,25.1094974850921,27.25,26.75
26.75,22.85,25.05,23.95,27.25,25.65,28.35,25.65,24.45,27.25,26.15
26.15,22.85,23.95,23.35,26.15,24.45,28.35,24.45,23.95,26.15,25.65
23.95,20.65,22.25,21.75,21.75,23.35,26.75,22.25,22.85,25.05,23.95
21.75,14.45,20.65,20.05,20.05,22.25,24.45,20.65,18.35,21.75,20.05
20.65,13.95,18.95,19.45,18.35,22.25,23.95,17.85,16.75,19.45,18.35
19.45,13.35,18.35,17.85,18.35,21.15,23.95,18.35,15.05,20.05,17.85
18.95,16.15,18.35,17.85,17.25,21.15,24.45,16.75,14.45,18.35,17.25
15.65,13.35,16.15,16.75,16.75,20.65,23.95,16.15,13.35,17.25,16.75
15.65,12.85,16.15,16.75,17.25,20.05,23.95,16.15,13.35,15.65,15.65
14.45,12.25,17.25,15.05,16.75,20.65,23.35,14.45,12.85,16.15,15.05
14.45,12.25,16.75,15.05,16.75,20.65,22.25,13.35,12.25,15.65,14.45
13.95,12.25,13.35,15.05,16.75,17.85,21.75,12.25,11.75,15.05,13.95
12.85,13.95,12.85,14.45,16.15,16.75,21.15,12.85,12.25,15.05,12.85
12.85,14.45,13.35,13.95,16.15,17.25,20.65,12.25,11.15,14.45,12.85
12.85,15.05,12.25,14.45,16.75,19.45,20.05,12.85,11.15,14.45,12.25
15.05,16.75,15.05,15.65,18.95,20.65,21.75,15.65,12.25,15.65,14.45
17.85,18.95,17.25,18.35,21.75,23.95,22.85,19.45,15.65,17.85,17.25
20.05,21.15,18.95,21.75,24.45,26.15,24.45,21.75,17.85,20.65,20.65
22.25,23.35,21.75,23.95,25.65,27.25,26.75,23.35,21.15,23.35,23.35
24.45,23.35,23.95,24.45,26.75,28.95,27.85,25.05,23.35,25.05,25.65
25.65,23.95,24.45,25.65,27.85,28.95,27.85,26.75,25.05,27.25,26.75
26.15,24.45,25.05,26.15,28.95,27.85,28.95,27.85,25.65,27.85,27.85
27.25,25.65,26.75,26.75,28.95,27.85,29.45,27.85,26.15,28.95,27.85
27.85,25.05,26.75,27.25,27.85,28.35,30.65,27.85,27.85,28.95,28.95
27.85,25.05,26.15,27.25,27.85,27.25,28.95,27.25,27.25,27.85,28.35
27.25,23.35,25.65,26.15,26.15,26.15,28.95,26.75,26.75,26.75,27.25
23.95,21.75,23.95,24.45,22.25,23.95,26.15,24.45,23.95,24.45,24.45
21.75,18.95,22.85,22.85,20.65,22.85,25.05,21.15,19.45,22.85,21.15
20.05,17.25,21.15,21.15,20.65,22.25,24.45,18.95,17.85,20.65,20.05
18.95,16.75,20.65,20.65,19.45,21.75,24.45,18.35,16.75,19.45,19.45
17.25,15.05,20.05,20.05,18.95,21.75,25.05,17.85,16.15,18.35,18.35
17.25,13.35,18.95,18.35,17.85,21.15,23.95,17.85,16.15,17.25,17.85
16.75,11.75,17.85,17.85,17.85,20.65,23.95,16.15,15.65,17.25,17.85
15.65,12.25,16.75,17.25,16.75,21.15,23.35,13.95,15.65,16.75,17.25
15.05,12.25,14.45,16.75,16.75,19.45,23.35,13.95,14.45,16.15,16.75
15.65,11.75,15.65,16.75,16.75,21.15,22.85,12.85,13.95,16.15,15.65
13.95,11.15,14.45,15.65,16.75,19.45,21.75,12.85,13.95,15.65,15.05
13.95,10.65,15.65,15.65,16.15,18.35,21.75,12.85,13.35,16.15,14.45
14.45,10.65,13.95,15.65,16.75,18.35,21.75,13.35,12.25,15.65,15.05
16.75,13.95,16.15,16.15,18.95,20.65,22.85,15.65,13.95,16.75,16.15
16.75,18.95,18.95,18.95,21.75,22.85,24.45,19.45,16.75,18.35,18.35
20.05,22.85,21.15,21.75,25.05,25.05,27.25,22.25,20.05,21.15,21.75
22.85,25.05,22.85,23.95,26.75,27.25,27.85,23.95,21.75,23.95,23.95
25.05,25.05,24.45,24.45,27.85,27.85,28.95,25.65,25.05,25.65,25.65
27.25,25.05,26.15,25.05,28.35,28.35,30.05,27.25,27.25,27.25,27.85
28.35,25.05,26.75,26.15,28.35,28.35,30.65,27.85,28.35,27.25,27.85
28.95,25.05,26.75,26.75,29.45,28.95,30.05,27.85,27.85,28.35,29.45
29.45,25.65,26.15,26.75,29.45,27.85,30.05,27.85,27.85,28.35,28.35
28.95,25.65,26.75,26.75,28.35,27.25,28.35,27.25,27.85,28.35,28.95
27.85,23.95,26.15,26.15,26.75,25.65,26.75,25.65,27.25,27.85,27.85
26.15,21.75,23.35,23.95,24.45,23.95,26.15,24.45,23.95,24.45,23.95
22.85,17.25,21.75,21.15,22.85,23.35,25.05,20.05,21.75,22.85,21.15
21.15,15.65,21.15,20.65,21.15,22.85,25.65,19.45,19.45,20.65,20.05
19.45,14.45,20.05,18.95,18.95,22.25,25.05,17.25,18.35,18.95,19.45
19.45,14.45,19.45,17.85,18.95,21.15,24.45,16.75,17.25,17.85,20.05
17.85,13.35,18.35,17.25,17.85,21.15,23.95,16.15,16.15,18.35,18.95
16.75,14.45,17.25,16.75,18.35,20.65,23.95,15.05,16.15,17.25,17.85
16.75,16.15,16.75,16.75,17.25,20.65,22.85,15.05,16.15,16.75,17.25
15.65,15.05,16.15,16.75,17.25,20.65,22.25,13.35,15.05,16.15,16.75
15.65,15.05,15.65,16.15,15.65,19.45,22.25,12.25,14.45,15.65,15.65
14.45,15.05,15.05,15.65,15.65,19.45,22.25,12.25,13.35,15.65,15.05
14.45,12.25,13.95,16.15,16.15,19.45,21.75,11.75,13.35,15.05,14.45
14.45,12.85,13.95,15.65,15.05,18.95,21.15,11.15,13.35,16.15,13.95
16.75,17.85,15.65,16.75,17.85,21.15,22.85,14.45,14.45,16.75,15.65
18.35,21.15,16.75,19.45,21.75,22.85,23.95,20.05,17.85,18.95,18.35
21.75,22.85,20.05,22.85,24.45,23.95,25.05,23.95,21.15,21.75,21.75
23.35,25.05,22.25,25.05,26.75,27.25,26.15,25.65,23.35,23.95,24.45
25.65,25.65,23.95,26.15,27.25,27.25,27.85,27.25,25.65,26.15,27.25
27.25,27.25,25.65,26.75,27.25,28.35,28.35,27.25,26.75,27.25,28.35
28.35,27.85,26.75,26.15,28.35,26.75,28.95,28.35,28.35,27.85,28.95
28.95,27.25,26.75,26.15,27.85,26.75,28.35,28.35,28.35,28.35,28.95
28.95,26.75,26.75,26.75,27.85,26.75,28.35,28.35,28.35,28.35,28.35
28.35,26.15,26.15,25.65,26.75,26.75,27.85,27.25,27.85,27.85,28.35
27.25,25.65,25.65,25.05,25.65,25.05,26.15,25.65,26.15,27.25,28.35
26.15,21.75,23.35,24.45,21.75,23.35,25.05,23.95,23.95,25.05,26.15
23.95,20.05,21.75,23.35,20.05,22.85,23.35,20.05,21.15,23.95,22.25
21.15,18.95,20.65,22.85,18.95,22.85,23.35,18.35,21.15,22.85,21.75
21.75,18.35,20.05,21.75,17.85,22.25,22.85,18.35,18.95,22.25,22.25
21.15,18.95,19.45,21.15,17.85,22.25,22.85,18.35,19.45,21.15,23.35
21.15,17.85,19.45,20.05,17.85,21.75,22.85,18.95,17.85,20.65,23.35
20.65,19.45,18.95,20.05,16.75,21.75,22.25,18.35,20.65,21.15,23.35
20.05,21.75,18.35,19.45,17.25,21.15,21.15,17.85,20.05,19.45,23.35
18.95,21.15,17.85,20.05,18.35,21.75,21.15,17.85,19.45,18.35,22.85
18.35,20.65,17.85,19.45,16.75,21.75,20.65,17.25,20.05,18.35,22.85
17.25,20.05,17.85,19.45,16.75,21.75,20.65,17.25,19.45,18.35,21.15
17.25,20.65,16.75,20.05,16.15,20.65,20.65,17.25,18.95,18.35,18.95
17.25,20.65,15.65,21.15,16.15,20.65,20.65,16.75,18.35,18.95,21.15
17.85,20.65,16.15,20.05,18.35,20.65,20.65,19.45,17.85,20.05,21.75
19.45,21.75,18.35,21.15,20.65,20.65,22.25,21.75,20.65,22.85,23.35
20.65,24.45,21.15,22.25,22.25,21.15,23.95,24.45,22.85,22.85,24.45
22.85,25.65,23.35,22.85,24.45,22.85,25.05,26.75,25.65,21.75,26.15
25.65,25.05,25.65,24.45,25.65,23.95,25.65,27.85,26.75,23.35,27.85
26.75,25.65,23.95,25.05,26.15,25.05,26.75,27.25,26.75,23.95,26.75
27.25,25.05,21.15,22.85,25.65,26.15,25.65,27.25,26.15,25.65,25.65
28.35,23.95,23.95,23.95,26.15,26.15,26.75,25.65,25.65,22.25,24.45
27.25,22.25,23.95,24.45,25.65,25.65,26.75,22.25,25.05,21.75,25.65
26.75,21.15,23.95,21.75,25.05,25.65,25.65,23.95,24.45,23.95,25.65
26.75,20.05,23.35,19.45,23.95,24.45,24.45,23.95,24.45,22.25,25.05
25.65,21.15,22.25,18.35,22.25,23.95,23.95,21.15,24.45,20.65,25.05
25.05,20.65,21.75,17.85,22.25,23.35,23.95,20.65,23.95,18.95,22.85
24.45,20.05,21.75,17.25,22.25,23.35,23.95,20.65,21.15,17.25,21.75
23.95,18.95,21.75,16.75,22.25,23.35,23.95,20.05,20.65,17.25,18.35
23.35,17.25,18.6740171042443,16.75,22.25,23.35,23.95,15.65,17.85,17.25,17.25
22.85,15.65,15.05,16.15,21.354813460833,22.85,23.35,14.45,17.25,16.75,16.15
22.25,13.95,13.95,15.05,21.15,22.85,23.95,13.35,16.15,15.65,16.15
18.35,13.35,13.95,13.95,22.25,22.85,23.35,13.35,15.05,15.65,15.65
17.85,13.35,13.35,12.85,21.15,22.25,22.85,12.85,13.95,14.45,15.65
17.25,12.85,12.85,12.25,21.15,21.75,22.85,12.85,12.85,13.35,14.45
16.15,11.15,12.85,12.25,21.15,22.25,22.85,12.25,12.25,12.25,13.95
15.65,11.75,11.75,11.75,21.15,22.85,22.85,12.25,11.15,12.25,13.35
14.45,11.75,11.15,10.65,20.05,22.85,22.25,11.75,11.75,11.75,12.25
14.45,11.75,11.15,12.25,18.95,22.25,21.75,11.75,11.15,13.35,13.35
15.65,12.85,11.75,13.95,18.35,22.85,21.15,12.85,12.85,14.45,13.95
16.15,13.35,12.85,13.35,18.95,22.25,21.75,13.35,13.95,15.05,15.65
17.25,14.45,14.45,15.65,21.15,21.75,21.15,13.95,13.95,16.15,15.05
17.85,15.05,15.05,16.75,21.75,22.85,21.75,15.05,16.15,16.15,17.25
18.35,16.15,16.75,17.85,22.25,24.45,23.35,16.15,16.75,16.75,17.25
20.65,16.75,17.25,18.35,22.85,25.65,23.35,16.15,17.25,17.85,18.95
20.65,17.25,18.35,18.35,23.35,26.15,23.95,17.25,18.35,17.85,18.35
20.05,17.85,18.95,19.45,22.85,25.65,24.45,17.85,19.45,17.85,18.35
21.15,17.85,17.25,18.95,22.25,25.05,24.45,17.85,18.95,17.85,17.85
19.45,17.25,16.15,17.85,20.65,23.95,23.35,16.75,17.85,17.25,16.75
17.85,14.45,13.95,16.15,18.35,22.25,21.75,14.45,15.05,15.65,14.45
15.65,10.05,12.25,14.45,17.25,20.65,20.65,10.05,13.35,13.35,13.35
13.95,7.85,10.65,13.95,16.75,19.45,20.05,9.45,11.15,13.35,11.75
13.35,7.25,10.05,13.35,16.15,19.45,19.45,8.95,11.15,11.75,11.15
11.75,6.75,10.05,12.25,15.65,18.95,19.45,7.85,10.05,10.65,11.15
11.75,6.75,10.05,11.75,14.45,18.35,18.35,6.75,8.95,11.15,10.05
11.15,6.15,8.95,10.65,13.95,17.85,18.35,6.75,7.85,10.05,9.45
10.65,5.65,7.85,10.05,13.35,17.25,17.25,6.75,6.75,10.05,8.95
10.05,5.65,6.75,9.45,13.95,16.15,16.15,5.65,6.15,8.95,7.85
8.35,5.05,6.75,9.45,12.85,15.65,15.65,5.65,5.65,8.95,7.85
8.35,5.05,7.25,9.45,12.25,15.05,15.05,5.05,5.65,8.35,7.25
8.35,5.05,6.75,9.45,12.25,15.65,15.05,5.05,5.65,7.85,6.75
8.35,5.65,6.75,8.95,12.25,15.65,15.05,4.45,5.05,7.25,5.65
10.05,7.85,6.75,10.05,12.85,15.65,15.65,6.75,6.15,8.95,7.25
12.25,10.65,7.25,11.15,15.05,17.25,16.75,10.65,7.85,10.65,10.05
14.45,14.45,8.95,15.05,16.75,18.35,17.85,13.95,8.95,13.95,12.25
16.15,16.15,10.65,16.15,17.25,18.95,18.95,16.75,10.65,17.25,13.95
17.25,17.85,11.15,17.25,18.95,20.65,18.95,17.85,13.95,18.35,15.65
17.85,18.95,12.85,18.35,20.05,21.75,20.65,19.45,16.15,18.35,16.75
18.35,19.45,13.35,20.05,21.15,21.75,21.75,19.45,17.85,18.35,17.85
18.95,17.25,14.45,20.65,20.05,21.15,21.15,20.65,17.85,19.45,17.85
18.95,18.35,15.05,21.15,19.45,21.75,21.15,19.45,17.85,20.05,18.35
18.95,18.95,14.45,20.65,19.45,21.75,21.15,19.45,17.25,20.05,18.35
17.85,18.95,13.95,20.05,18.95,21.15,21.15,18.95,17.25,19.45,17.85
16.75,15.65,12.85,18.35,16.75,20.65,20.65,16.75,15.65,17.85,15.05
15.05,11.15,12.25,16.15,17.25,20.05,20.65,15.65,13.35,16.15,13.35
15.05,8.35,12.25,14.45,17.85,20.05,20.65,15.05,12.85,15.65,13.95
15.05,8.95,12.85,13.95,17.25,19.45,20.05,11.75,12.85,14.45,12.25
13.95,9.45,11.75,12.85,16.75,19.45,19.45,8.95,12.25,13.95,12.25
13.95,11.15,12.25,12.85,16.15,18.35,18.95,6.75,12.25,13.95,11.15
13.35,12.25,11.75,12.25,15.65,17.85,18.35,6.75,11.75,13.35,10.05
11.75,12.85,11.75,11.75,15.05,17.25,17.25,7.25,12.25,12.25,10.65
11.15,7.25,11.75,11.15,14.45,17.25,17.25,7.85,12.85,10.65,10.05
12.25,9.45,11.75,11.15,13.95,17.25,16.75,7.85,11.75,10.05,9.45
12.25,8.95,11.15,10.65,13.95,17.25,16.75,6.15,11.75,10.65,8.95
12.25,9.45,11.15,10.65,13.95,17.25,16.15,5.05,11.15,10.05,9.45
12.25,11.75,11.15,11.15,13.95,17.25,16.75,5.05,11.15,10.05,9.45
12.85,12.85,11.15,11.75,14.45,17.25,16.75,7.85,11.15,11.75,9.45
13.35,16.15,12.25,14.45,15.65,18.95,17.85,13.35,13.35,13.95,13.95
14.45,18.35,12.85,16.75,16.75,20.65,18.35,16.15,15.05,17.25,16.15
17.25,20.05,13.95,18.35,17.25,20.05,19.45,18.95,17.25,18.95,19.45
18.35,20.65,15.05,19.45,18.95,21.75,20.05,21.15,20.05,20.05,21.15
18.95,20.05,16.15,20.65,19.45,21.15,20.65,22.25,20.05,21.75,21.75
19.45,20.05,17.85,21.15,20.05,21.75,20.05,22.25,21.15,22.85,22.85
19.45,21.15,17.85,22.25,20.65,22.25,20.65,22.85,21.75,22.85,22.85
19.45,20.65,20.05,22.85,19.45,21.75,20.65,23.35,21.75,22.85,24.45
20.05,21.15,20.05,22.85,20.05,21.15,21.15,21.75,22.25,22.25,22.85
20.05,20.65,19.45,22.85,19.45,20.65,22.25,20.65,21.15,22.25,21.15
17.25,16.15,16.15,21.15,16.75,19.45,21.15,16.75,16.75,20.65,18.95
13.95,12.25,15.65,18.35,16.15,18.95,21.75,13.95,15.05,18.95,16.15
13.35,10.05,13.95,17.25,16.15,18.95,20.05,15.05,13.95,16.15,14.45
12.85,8.95,12.85,16.15,16.75,18.95,20.05,12.85,11.75,15.65,12.85
11.75,8.95,11.15,16.15,16.15,18.95,19.45,11.15,10.05,15.65,11.75
11.15,7.85,12.25,15.65,15.65,18.35,18.95,10.05,10.05,15.05,11.15
10.65,8.35,11.75,14.45,15.05,18.35,18.35,8.95,8.95,13.35,10.65
9.45,6.15,10.65,13.35,13.95,17.85,17.85,8.35,8.95,12.25,9.45
10.05,6.15,10.65,12.85,13.35,16.75,16.75,8.95,8.35,11.75,8.95
9.45,5.05,10.05,12.25,13.35,16.15,16.15,7.25,7.25,11.15,8.95
8.35,5.65,8.95,11.75,12.85,15.65,15.65,7.25,7.85,11.75,8.35
8.95,5.05,8.35,11.75,11.75,15.65,15.65,6.75,7.25,11.75,8.95
8.35,5.65,8.35,11.15,11.75,15.05,15.65,6.75,6.15,10.65,8.35
9.45,8.35,10.05,12.25,13.35,16.15,16.15,9.45,7.85,11.75,9.45
12.25,13.95,11.15,13.95,15.05,18.35,17.25,13.35,11.15,13.95,12.25
14.45,16.75,15.65,18.35,18.95,20.65,18.35,17.25,14.45,17.25,15.65
17.25,18.35,18.35,21.15,19.45,22.25,20.05,19.45,17.25,20.65,18.95
18.95,20.05,19.45,22.25,21.75,23.35,21.75,21.15,19.45,22.25,20.65
21.75,21.15,21.75,22.85,22.25,23.95,22.25,22.25,21.75,22.85,22.25
23.35,21.75,22.25,22.85,23.95,25.65,23.35,22.85,22.85,23.35,23.35
23.35,22.25,22.85,24.45,25.05,26.15,25.05,23.95,22.85,23.35,23.95
24.45,22.85,22.85,24.45,23.95,26.15,25.05,23.95,23.35,23.35,24.45
24.45,22.25,22.85,23.95,23.95,22.85,25.65,23.95,22.85,22.85,23.95
23.95,20.65,21.75,22.85,22.25,21.15,23.35,22.85,22.25,21.75,22.25
18.35,18.35,18.95,21.15,18.35,20.05,21.75,19.45,20.65,20.65,18.95
15.65,14.45,17.25,18.95,16.75,18.95,20.05,17.25,17.85,17.85,17.25
15.65,15.05,16.15,17.25,16.15,18.95,19.45,16.75,14.45,15.65,15.05
14.45,12.85,15.05,17.25,15.65,18.35,19.45,15.05,13.35,14.45,15.05
12.85,12.25,13.95,16.15,13.95,16.15,19.45,15.65,11.75,13.95,13.95
12.25,11.15,13.35,15.65,13.35,16.15,19.45,15.65,11.15,13.95,13.35
11.75,11.75,12.85,15.05,12.85,16.75,18.95,14.45,11.15,13.95,13.35
12.25,10.05,12.85,14.45,13.95,15.65,19.45,15.05,10.65,13.35,12.85
11.75,9.97568911441261,12.25,14.45,13.95,16.75,18.95,13.95,11.15,12.85,12.25
10.65,10.65,11.75,13.95,13.35,16.75,18.35,12.25,10.05,12.25,11.15
11.15,10.05,10.65,13.35,15.65,15.65,17.85,13.95,9.45,11.75,11.75
10.65,9.45,10.65,13.35,14.45,16.15,17.25,12.25,10.05,11.75,11.15
10.65,10.05,10.05,12.85,13.95,16.15,17.25,10.65,9.45,11.75,10.65
12.85,11.75,11.75,13.35,16.15,18.35,17.85,13.95,11.15,12.25,12.25
15.05,14.45,13.95,16.15,18.95,21.15,19.45,15.65,13.35,14.45,15.65
17.85,18.35,16.15,20.05,20.65,22.85,21.75,16.75,15.65,17.25,17.25
20.05,20.05,18.95,22.25,22.85,25.05,22.25,17.85,18.95,20.65,20.05
22.25,22.25,20.65,22.85,23.95,25.65,23.35,18.35,20.65,23.35,22.25
23.95,22.85,22.85,24.45,25.05,26.75,23.95,18.95,22.85,23.35,23.35
25.05,23.95,22.85,25.05,24.45,27.25,25.65,19.45,23.95,23.35,24.45
25.05,23.35,22.85,25.05,25.05,27.85,26.15,20.65,24.45,23.35,24.45
24.45,22.85,23.95,25.65,24.45,27.85,26.15,20.65,25.05,23.35,23.95
23.95,22.25,23.35,24.45,23.95,24.45,26.15,20.05,23.95,22.25,24.45
22.85,20.65,21.75,23.95,23.35,22.85,24.45,18.95,23.95,20.65,23.35
20.05,17.25,20.65,21.75,20.65,21.75,23.95,15.05,21.15,20.05,21.75
17.85,16.15,18.35,19.45,20.05,21.15,22.25,11.75,18.35,18.95,19.45
17.25,15.65,17.85,18.35,18.35,20.05,22.25,11.15,18.35,18.35,18.35
16.75,13.95,16.75,17.85,16.75,19.45,21.75,11.75,16.75,18.35,16.15
16.15,13.35,16.15,17.25,16.75,18.95,21.15,10.65,16.15,18.35,16.15
15.65,12.85,15.65,16.75,16.15,18.95,20.05,8.95,14.45,17.85,15.05
15.05,11.75,13.95,16.15,15.05,18.35,20.05,9.45,13.95,17.25,13.95
13.95,12.25,12.85,16.15,16.75,18.35,19.45,8.95,13.95,16.15,14.45
13.35,11.75,12.25,15.65,16.15,17.85,19.45,9.45,13.35,13.95,13.95
12.25,11.15,11.75,14.45,15.65,17.85,19.45,9.45,12.85,13.35,13.35
12.25,10.65,11.75,13.95,15.05,17.85,18.35,8.95,12.25,12.85,13.35
11.15,11.15,10.65,13.35,15.05,17.85,17.85,8.35,11.75,12.25,11.75
11.15,10.65,10.05,12.85,14.45,17.85,17.85,8.95,12.25,12.25,11.75
11.75,10.65,11.15,13.95,15.05,18.35,17.85,10.05,12.85,11.75,12.25
13.95,11.75,13.35,15.05,16.75,20.05,18.35,11.15,13.95,13.35,14.45
16.15,13.95,15.65,17.25,17.85,20.65,19.45,12.85,15.05,16.15,16.75
17.25,15.05,17.25,21.15,18.95,22.25,20.05,14.45,16.75,18.35,18.35
18.95,16.75,18.35,21.75,19.45,23.35,20.65,16.75,17.85,21.15,20.05
20.05,18.95,19.45,23.35,20.65,23.35,21.15,16.75,20.05,21.15,21.15
21.15,19.45,19.45,23.35,20.65,22.85,21.75,16.75,21.15,21.15,21.15
